metadata.title,links.doi,metadata.license.id,stats.unique_downloads,stats.downloads,stats.views,topic_id,topic
"The ReDraw Dataset: A Set of Android Screenshots, GUI Metadata, and Labeled Images of GUI Components",https://doi.org/10.5281/zenodo.2530277,CC-BY-4.0,952,4135,1012,4,"detection, based"
DeepSEA  model files,https://doi.org/10.1038/nmeth.3547,other-at,952,1667,55,1,"files, model files"
"Training material for the course ""Exome analysis with GALAXY""",https://doi.org/10.5281/zenodo.3243160,CC0-1.0,952,3828,177,8,"training, training material"
PESO: Prostate Epithelium Segmentation on H&E-stained prostatectomy whole slide images,https://doi.org/10.5281/zenodo.1485967,CC-BY-NC-SA-4.0,950,2235,3045,1,"files, model files"
"Archaeological Survey of India Collections: Burma Circle, 1903-07.  Photo 1004/1 : 1903-1907 (.jpg format)",https://doi.org/10.5281/zenodo.1001057,CC-BY-SA-4.0,949,16268,584,1,"files, model files"
Labsphere SRS-99-020,https://doi.org/10.5281/zenodo.3245875,CC-BY-4.0,949,3873,76,1,"files, model files"
Edgar Anderson's Iris Data,https://doi.org/10.5281/zenodo.1319069,CC-BY-4.0,942,1003,109,10,"data, social"
Assessment of dairy cow welfare in small-scale farming systems dataset,https://doi.org/10.5281/zenodo.275433,CC-BY-ND-4.0,937,1791,116,6,"dataset, hubble"
rbp_eclip  model files,https://doi.org/10.1093/bioinformatics/btx727,MIT,936,3666,45,1,"files, model files"
Pre-trained word2vec models for ``Easy over Hard: A Case Study on Deep Learning'',https://doi.org/10.5281/zenodo.807727,CC-BY-4.0,932,1014,49,1,"files, model files"
OpenFoodTox: EFSA's chemical hazards database,https://doi.org/10.5281/zenodo.1252752,CC-BY-4.0,926,1826,3420,0,"database, linear"
DWD European Weather,https://doi.org/10.5281/zenodo.3025773,CC-BY-4.0,919,1109,53,1,"files, model files"
The Westerbork HALOGAS Survey: Data Release 1,https://doi.org/10.5281/zenodo.2552349,CC-BY-4.0,913,5390,130,1,"files, model files"
Nanolaminography dataset: Three-dimensional imaging of integrated circuits with a macro to nanoscale zoom,https://doi.org/10.5281/zenodo.2657340,CC-BY-4.0,910,7878,629,6,"dataset, hubble"
Unblinded Data for PLAsTiCC Classification Challenge,https://doi.org/10.5281/zenodo.2539456,CC-BY-4.0,897,3052,1573,10,"data, social"
Austrian Science Fund (FWF) funding statistics 2009-2017,https://doi.org/10.5281/zenodo.1310774,CC-BY-4.0,897,1712,1477,11,"time, series"
Austrian Science Fund (FWF) Publication Cost Data 2016,https://doi.org/10.5281/zenodo.810596,CC-BY-4.0,896,998,395,11,"time, series"
Camera Spectral Sensitivity Database,https://doi.org/10.5281/zenodo.3245883,CC-BY-NC-SA-4.0,893,2644,208,0,"database, linear"
Error,https://doi.org/10.5281/zenodo.55156,CC0-1.0,892,958,8,1,"files, model files"
Crowd-sourced Fitbit datasets 03.12.2016-05.12.2016,https://doi.org/10.5281/zenodo.53894,CC-BY-4.0,890,1284,3702,3,"landslides, 2016"
Data sets for FASTREAD,https://doi.org/10.5281/zenodo.1162952,CC-BY-4.0,886,1121,428,10,"data, social"
WiLI-2018 - Wikipedia Language Identification database,https://doi.org/10.5281/zenodo.841984,ODbL-1.0,885,1833,2376,0,"database, linear"
"CVL Database - An Off-line Database for Writer Retrieval, Writer Identification and Word Spotting",https://doi.org/10.5281/zenodo.1492267,CC-BY-NC-4.0,880,2465,1292,0,"database, linear"
InTeReC: In-text Reference Corpus - Single References Dataset,https://doi.org/10.5281/zenodo.1203737,CC-BY-NC-4.0,877,934,302,6,"dataset, hubble"
ADVIO: An Authentic Dataset for Visual-Inertial Odometry,https://doi.org/10.5281/zenodo.1476931,CC-BY-NC-4.0,876,9293,1122,6,"dataset, hubble"
ATLAS reference databases,https://doi.org/10.5281/zenodo.1134890,CC-BY-4.0,876,2155,102,1,"files, model files"
Combined SMOS and SMAP sea ice thickness Arctic,https://doi.org/10.5281/zenodo.1631856,CC-BY-4.0,869,6274,472,1,"files, model files"
Identifier Refinery Conversion Matrixes,https://doi.org/10.5281/zenodo.1410647,CC-BY-4.0,867,886,20,1,"files, model files"
FSR Ownership Links and Enhanced EUTL Dataset,https://doi.org/10.5281/zenodo.47636,CC0-1.0,858,870,23,6,"dataset, hubble"
Tomcat bug-report,https://doi.org/10.5281/zenodo.268481,CC-BY-4.0,858,916,204,1,"files, model files"
"TUT Acoustic scenes 2016, Evaluation dataset",https://doi.org/10.5281/zenodo.165995,other-open,847,4792,1704,5,"acoustic scenes, scenes"
Accompanying material to the Inventory of opportunities and bottlenecks in policy to facilitate the adoption of soil-improving techniques,https://doi.org/10.5281/zenodo.2613625,CC-BY-4.0,846,909,40,1,"files, model files"
"Quantitative account of social interactions in a mental health care ecosystem: cooperation, trust and collective action",https://doi.org/10.5281/zenodo.1175627,CC-BY-SA-4.0,846,16073,185,10,"data, social"
France social contact data,https://doi.org/10.5281/zenodo.1158452,CC-BY-NC-ND-4.0,844,8152,3466,10,"data, social"
Street Fashion Style (SFS) dataset,https://doi.org/10.5281/zenodo.833051,CC-BY-NC-4.0,840,3209,1709,6,"dataset, hubble"
OpenBiblioJobs Export 2012.07.17-2017.09.01,https://doi.org/10.5281/zenodo.1212306,CC-BY-4.0,833,859,75,1,"files, model files"
Social contact data for Vietnam,https://doi.org/10.5281/zenodo.1289474,CC-BY-NC-ND-4.0,830,5760,3037,10,"data, social"
Good-sounds dataset,https://doi.org/10.5281/zenodo.820937,CC-BY-4.0,829,6095,829,6,"dataset, hubble"
OpenAIRE Guidelines for CRIS Managers 1.0,https://doi.org/10.5281/zenodo.17065,CC-BY-4.0,803,1352,1316,1,"files, model files"
Spotify Playlists Dataset,https://doi.org/10.5281/zenodo.2594557,CC-BY-4.0,800,972,2882,6,"dataset, hubble"
"Database of weeds in cultivation fields of France and UK, with ecological and biogeographical information",https://doi.org/10.5281/zenodo.1112342,CC-BY-4.0,798,849,1373,0,"database, linear"
Missing Persons Brazilian Database,https://doi.org/10.5281/zenodo.283320,CC-BY-NC-4.0,787,927,33,0,"database, linear"
CODEBRIM: COncrete DEfect BRidge IMage Dataset,https://doi.org/10.5281/zenodo.2620293,other-nc,782,5178,1213,6,"dataset, hubble"
"Additional datasets and code accompanying the article ""Evaluation of in silico algorithms for use with ACMG/AMP clinical variant interpretation guidelines""",https://doi.org/10.5281/zenodo.1009576,CC-BY-4.0,775,1084,308,1,"files, model files"
"TUT Sound events 2016, Development dataset",https://doi.org/10.5281/zenodo.45759,other-nc,773,3315,2262,2,"sound events, events"
Video Storytelling Dataset,https://doi.org/10.5281/zenodo.2383739,CC-BY-4.0,773,8375,417,6,"dataset, hubble"
BuzzFeed-Webis Fake News Corpus 2016,https://doi.org/10.5281/zenodo.1239675,CC-BY-4.0,771,1651,1889,3,"landslides, 2016"
"Geologi Endapan Gunungapi Wilayah Bandung Timur, Jawa Barat, Indonesia (v1)",https://doi.org/10.5281/zenodo.221105,CC-BY-4.0,769,890,68,1,"files, model files"
Peruvian social contact data,https://doi.org/10.5281/zenodo.1215891,CC-BY-NC-ND-4.0,767,6840,3338,10,"data, social"
Civilian Casualties of WW2 air-raids on Kiel,https://doi.org/10.5281/zenodo.61684,CC-BY-SA-4.0,765,821,1132,1,"files, model files"
Standardized Project Gutenberg Corpus,https://doi.org/10.5281/zenodo.2422561,CC-BY-4.0,763,1023,1922,1,"files, model files"
Social contact data for UK,https://doi.org/10.5281/zenodo.1409507,CC-BY-NC-ND-4.0,758,7130,3016,10,"data, social"
"Rediscovery Datasets: Connecting Duplicate Reports of Apache, Eclipse, and KDE",https://doi.org/10.5281/zenodo.400614,CC-BY-4.0,757,1175,472,1,"files, model files"
"Archaeological Survey of India Collections: Burma Circle, 1907-13. Photo 1004/2 : 1907-1913 (.jpg format)",https://doi.org/10.5281/zenodo.835588,CC-BY-4.0,751,16431,240,1,"files, model files"
BIRAFFE: Bio-Reactions and Faces for Emotion-based Personalization,https://doi.org/10.5281/zenodo.3442144,CC-BY-NC-ND-4.0,735,1372,948,1,"files, model files"
Sample datasets for E. coli C-1 genome assembly tutorial,https://doi.org/10.5281/zenodo.940733,CC-BY-4.0,724,1730,4621,1,"files, model files"
Rasterised Natura 2000 Natural Protection Areas for PyPSA-Eur: An Open Optimisation Model of the European Transmission System,https://doi.org/10.5281/zenodo.3518215,CC-BY-4.0,723,921,13,9,"open, open access"
Beatport EDM Key Dataset,https://doi.org/10.5281/zenodo.1101082,CC-BY-SA-4.0,720,905,1713,6,"dataset, hubble"
Aspect J,https://doi.org/10.5281/zenodo.268472,CC-BY-4.0,719,754,81,1,"files, model files"
Dataset: Diamonds from Hadley's ggplot2 for Galaxy training,https://doi.org/10.5281/zenodo.3540705,CC-BY-4.0,718,738,4,8,"training, training material"
CpGenie  model files,https://doi.org/10.1093/nar/gkx177,Apache-2.0,718,37660,16,1,"files, model files"
"A multi-resolution, multi-epoch low Radio Frequency Survey of the Kepler K2 Mission Campaign 1 Field",https://doi.org/10.5281/zenodo.1317635,CC-BY-4.0,715,4671,1501,1,"files, model files"
GEMINI3D: 2-D test data,https://doi.org/10.5281/zenodo.3477385,CC-BY-4.0,712,1542,9,10,"data, social"
INTEND D 2.1 Transport projects & future technologies synopses database,https://doi.org/10.5281/zenodo.1293865,CC-BY-4.0,710,713,35,0,"database, linear"
ConceptNet 5.7 Raw Data,https://doi.org/10.5281/zenodo.2579347,CC-BY-SA-4.0,705,1404,225,7,"raw, breast"
New Color Specifications for ColorChecker SG and Classic Charts,https://doi.org/10.5281/zenodo.3245895,other-closed,704,1469,42,1,"files, model files"
Wikipedia time-series graph,https://doi.org/10.5281/zenodo.886484,CC-BY-4.0,695,907,319,11,"time, series"
index of folk culture (journal) articles [Arabic],https://doi.org/10.5281/zenodo.2633854,CC-BY-4.0,695,895,51,1,"files, model files"
Austrian Science Fund (FWF) Open Access Compliance Monitoring 2017,https://doi.org/10.5281/zenodo.1239495,CC-BY-4.0,693,818,380,9,"open, open access"
OpenAIRE and FAIR Data Expert Group survey about Horizon 2020 template for Data Management Plans,https://doi.org/10.5281/zenodo.1120245,CC-BY-SA-4.0,691,933,1655,10,"data, social"
Indexed scientific articles for the seven journals listed on the Design Society website and all papers indexed for the DESIGN and ICED conferences,https://doi.org/10.5281/zenodo.204820,CC-BY-4.0,691,1270,209,1,"files, model files"
Allergy dataset,https://doi.org/10.5281/zenodo.44529,CC0-1.0,691,904,1052,6,"dataset, hubble"
PlantVillage Disease Classification Challenge - Color Images,https://doi.org/10.5281/zenodo.1204914,CC-BY-4.0,691,1098,2336,1,"files, model files"
Preprocessed datasets for MAF experiments,https://doi.org/10.5281/zenodo.1161203,CC-BY-4.0,689,993,894,1,"files, model files"
BirdVox-DCASE-20k: a dataset for bird audio detection in 10-second clips,https://doi.org/10.5281/zenodo.1208080,CC-BY-4.0,687,1103,537,4,"detection, based"
ARTS Microwave Single Scattering Properties Database,https://doi.org/10.5281/zenodo.1175573,CC-BY-4.0,687,3193,671,0,"database, linear"
Intrachromosomal Hi-C contact lists and matrices of lymphoma cell lines,https://doi.org/10.5281/zenodo.1484388,CC-BY-4.0,680,1630,1558,10,"data, social"
VocalSet: A Singing Voice Dataset,https://doi.org/10.5281/zenodo.1442513,CC-BY-4.0,676,4227,1099,6,"dataset, hubble"
Data and analysis supplement for: Functional imagery training versus motivational interviewing for weight loss: a randomised controlled trial of brief individual interventions for overweight and obesity.,https://doi.org/10.5281/zenodo.1120364,CC-BY-4.0,675,2280,352,1,"files, model files"
URLs von Webseiten mit Typ Bibliothek aus Lobid.org,https://doi.org/10.5281/zenodo.50969,CC0-1.0,667,727,43,1,"files, model files"
Summary-level data from meta-analysis of fat distribution phenotypes in UK Biobank and GIANT,https://doi.org/10.5281/zenodo.1251813,CC-BY-4.0,660,1619,2801,10,"data, social"
(No) Influence of Continuous Integration on the Development Activity in GitHub Projects — Dataset,https://doi.org/10.5281/zenodo.1291582,CC-BY-4.0,658,761,91,1,"files, model files"
MoMA Collection Artists,https://doi.org/10.5281/zenodo.46902,CC0-1.0,658,681,99,1,"files, model files"
Magi Practical Web Article Corpus,https://doi.org/10.5281/zenodo.3242512,CC-BY-4.0,656,8373,393,1,"files, model files"
30000 job postings from SEEK Australia,https://doi.org/10.5281/zenodo.1220874,CC-BY-4.0,656,748,413,1,"files, model files"
Zebrafish Phenotype Ontology,https://doi.org/10.5281/zenodo.3250384,CC-BY-4.0,656,851,41,1,"files, model files"
Computation-Ready Experimental Metal-Organic Framework (CoRE MOF) 2019 Dataset,https://doi.org/10.5281/zenodo.3528250,CC-BY-4.0,655,1131,927,6,"dataset, hubble"
A Computational Theory for the Emergence of Grammatical Categories in Cortical Dynamics,https://doi.org/10.5281/zenodo.3562524,CC-BY-4.0,654,678,15,1,"files, model files"
Database of trophic interactions,https://doi.org/10.5281/zenodo.13751,CC0-1.0,653,698,241,0,"database, linear"
ROARMAP Open Access Policy data,https://doi.org/10.5281/zenodo.20161,CC0-1.0,652,812,71,9,"open, open access"
Observer Function Database,https://doi.org/10.5281/zenodo.3252742,other-closed,647,1279,25,0,"database, linear"
Catalogue of radiocarbon determinations & dendrochronology dates,https://doi.org/10.5281/zenodo.3367518,CC-BY-4.0,643,796,40,1,"files, model files"
"RAPID input and output files corresponding to ""River Network Routing on the NHDPlus Dataset""",https://doi.org/10.5281/zenodo.16565,CC-BY-4.0,643,4992,412,6,"dataset, hubble"
wikidata jsons (in pre-processed format),https://doi.org/10.5281/zenodo.3364465,CC-BY-4.0,642,16278,130,1,"files, model files"
DCASE2019_task4_synthetic_data,https://doi.org/10.5281/zenodo.2583796,CC-BY-NC-4.0,640,2311,906,10,"data, social"
POLYMOD social contact data,https://doi.org/10.5281/zenodo.1215899,CC-BY-NC-4.0,640,4857,2938,10,"data, social"
Supply Chains of 36 Corporations (CERTH DB),https://doi.org/10.5281/zenodo.2561880,CC-BY-4.0,639,720,92,1,"files, model files"
Data for Applying Old Knowledge in Primary Study Selection,https://doi.org/10.5281/zenodo.290670,CC-BY-4.0,634,811,51,10,"data, social"
Evaluation datasets for DCASE 2018 Bird Audio Detection,https://doi.org/10.5281/zenodo.1298604,CC-BY-4.0,632,2604,175,4,"detection, based"
Simulated Human gut metagenomic samples to benchmark mOTUs v2,https://doi.org/10.5281/zenodo.1473645,CC-BY-4.0,622,1545,882,1,"files, model files"
Ninapro dataset 5 (double Myo armband),https://doi.org/10.5281/zenodo.1000116,CC-BY-ND-4.0,621,3905,1508,6,"dataset, hubble"
CMS 2011A Simulation | Pythia 6 QCD 600-800 | pT > 375 GeV | MOD HDF5 Format,https://doi.org/10.5281/zenodo.3364139,CC-BY-4.0,619,2938,77,1,"files, model files"
Billion Triple Challenge (BTC) 2019 Dataset,https://doi.org/10.5281/zenodo.2634588,CC-BY-4.0,613,7032,1223,6,"dataset, hubble"
MethylSeq_2017,https://doi.org/10.5281/zenodo.557099,CC-BY-4.0,610,1331,4524,1,"files, model files"
A global network of biomedical relationships derived from text,https://doi.org/10.5281/zenodo.3459420,CC-BY-4.0,610,1872,4312,1,"files, model files"
Steam Review Dataset (2017),https://doi.org/10.5281/zenodo.1000885,CC-BY-NC-4.0,606,730,2099,6,"dataset, hubble"
Arterial hemodynamics: a database of virtual subjects,https://doi.org/10.5281/zenodo.33054,CC-BY-4.0,603,1860,50,0,"database, linear"
EvoRef: EvoBib Reference Browser,https://doi.org/10.5281/zenodo.3302056,CC-BY-4.0,594,658,126,1,"files, model files"
Binary black-hole simulation SXS:BBH:0274,https://doi.org/10.5281/zenodo.3316634,CC-BY-4.0,592,2215,1993,1,"files, model files"
ReMM score,https://doi.org/10.5281/zenodo.1197579,CC-BY-4.0,590,3483,163,1,"files, model files"
Extended Malaysian Traffic Sign Dataset (EMTD),https://doi.org/10.5281/zenodo.1217105,CC-BY-4.0,590,5214,334,6,"dataset, hubble"
Honey bee Seasonal mortality 2012-2014 - Epilobee analysis,https://doi.org/10.5281/zenodo.269636,CC-BY-ND-4.0,589,620,225,1,"files, model files"
MSR - Data,https://doi.org/10.5281/zenodo.2549112,CC-BY-4.0,588,662,10,10,"data, social"
Basenji  model files,https://doi.org/10.1101/gr.227819.117,Apache-2.0,588,2351,27,1,"files, model files"
Tutorial Data Bundle for PyPSA-Eur: An Open Optimisation Model of the European Transmission System,https://doi.org/10.5281/zenodo.3517921,other-open,587,743,21,9,"open, open access"
Tutorial Weather Data Cutouts for PyPSA-Eur: An Open Optimisation Model of the European Transmission System,https://doi.org/10.5281/zenodo.3518020,CC-BY-4.0,583,717,17,9,"open, open access"
Global Reforestation Potential Map,https://doi.org/10.5281/zenodo.883444,CC-BY-4.0,581,649,3769,1,"files, model files"
MedleyDB Sample,https://doi.org/10.5281/zenodo.1438309,CC-BY-SA-4.0,581,1262,250,1,"files, model files"
DeepCpG_DNA  model files,https://doi.org/10.1186/s13059-017-1189-z,MIT,581,2247,31,1,"files, model files"
Dataset for generating TL;DR,https://doi.org/10.5281/zenodo.1168855,CC-BY-4.0,578,716,989,6,"dataset, hubble"
Demo data for TPS Measurement comparison,https://doi.org/10.5281/zenodo.3351939,AGPL-3.0-or-later,573,635,3,10,"data, social"
Tomographic X-ray data of a walnut,https://doi.org/10.5281/zenodo.1254206,CC-BY-4.0,572,1329,780,10,"data, social"
Satellite Sensor Relative Spectral Response data,https://doi.org/10.5281/zenodo.3461164,CC-BY-4.0,572,790,38,10,"data, social"
FactorNet  model files,https://doi.org/10.1101/151274,MIT,570,2692,50,1,"files, model files"
pwm_HOCOMOCO  model files,https://doi.org/10.1093/nar/gkv1249,MIT,569,3517,16,1,"files, model files"
E-THEMIS Thermal Anomaly Simulation Observations,https://doi.org/10.5281/zenodo.3581464,CC-BY-4.0,568,7288,15,1,"files, model files"
Networks of Swiss water governance issues. Studying fit between media attention and organizational activity,https://doi.org/10.25678/000077,CC0-1.0,566,699,230,1,"files, model files"
The high-resolution and high-quality PM1 data set in China (ChinaHighPM1 data set),https://doi.org/10.5281/zenodo.3538556,CC-BY-4.0,561,1970,738,10,"data, social"
Tractography Challenge ISMRM 2015 Submissions,https://doi.org/10.5281/zenodo.840086,CC-BY-4.0,560,812,392,1,"files, model files"
Dynamic Malware Analysis kernel and user-level calls,https://doi.org/10.5281/zenodo.1203289,CC-BY-4.0,558,6158,195,4,"detection, based"
Simple Italian sentences ranked by readability,https://doi.org/10.5281/zenodo.2548585,CC-BY-4.0,554,604,96,1,"files, model files"
Improvement of editorial quality of journals indexed in DOAJ,https://doi.org/10.5281/zenodo.60516,CC-BY-4.0,550,692,143,1,"files, model files"
Dataset: Raiders of the Lost Kek: 3.5 Years of Augmented 4chan Posts from the Politically Incorrect Board,https://doi.org/10.5281/zenodo.3606810,CC-BY-4.0,549,696,991,6,"dataset, hubble"
Clotho dataset,https://doi.org/10.5281/zenodo.3490684,other-at,549,716,999,6,"dataset, hubble"
"TUT Sound events 2017, Evaluation dataset",https://doi.org/10.5281/zenodo.1040179,other-nc,544,1589,598,2,"sound events, events"
KipoiSplice  model files,https://doi.org/10.1101/375345,MIT,543,4180,17,1,"files, model files"
Divergent421 model files,https://doi.org/10.5281/zenodo.1452399,MIT,543,1163,30,1,"files, model files"
Soil organic carbon stock (0–30 cm) in kg/m2 time-series 2001–2015 based on the land cover changes,https://doi.org/10.5281/zenodo.2529721,CC-BY-SA-4.0,543,3908,506,11,"time, series"
Cone-Beam X-Ray CT Data Collection Designed for Machine Learning: Samples 25-32,https://doi.org/10.5281/zenodo.2687635,CC-BY-4.0,541,5577,149,10,"data, social"
Improvements to stratospheric chemistry scheme in the UM-UKCA (v10.7) model: solar cycle and heterogeneous reactions,https://doi.org/10.5281/zenodo.1486305,CC-BY-4.0,540,834,63,1,"files, model files"
"TUT Urban Acoustic Scenes 2018, Leaderboard dataset",https://doi.org/10.5281/zenodo.1245181,other-nc,535,4019,767,5,"acoustic scenes, scenes"
SiSp  model files,https://doi.org/10.1101/328138,MIT,531,3040,14,1,"files, model files"
PanDDA analysis of BAZ2B screened against Zenobia Fragment Library (HTML Summary),https://doi.org/10.5281/zenodo.290199,CC-BY-4.0,530,818,83,1,"files, model files"
"Numerical model code, input files and output data for publication ""Rapid mixing and exchange of deep-ocean waters in an abyssal boundary current""",https://doi.org/10.5281/zenodo.3240623,CC-BY-4.0,529,4891,792,10,"data, social"
PCR-GLOBWB 2 input files version 2017_11_beta_1,https://doi.org/10.5281/zenodo.1045339,CC-BY-4.0,527,881,787,1,"files, model files"
"mTORC1 in thymic epithelial cells is critical for thymopoiesis, T-cell generation, and temporal control of gdT17 development and TCRg/d recombination",https://doi.org/10.5281/zenodo.34843,CC0-1.0,525,528,78,1,"files, model files"
Austrian Science Fund (FWF) funding statistics 2009-2018,https://doi.org/10.5281/zenodo.3352017,CC-BY-4.0,524,949,855,11,"time, series"
Monthly MODIS LST data related to the article: A new fully gap-free time series of land surface temperature from MODIS LST data,https://doi.org/10.5281/zenodo.1135230,ODbL-1.0,522,7514,629,11,"time, series"
3D Microphone Array Recording Comparison (3D-MARCo),https://doi.org/10.5281/zenodo.3477602,CC-BY-3.0,521,2082,2372,1,"files, model files"
Volcano Plot (training data),https://doi.org/10.5281/zenodo.2529117,CC-BY-4.0,521,849,3768,10,"data, social"
Overtopping events in breakwaters under climate change scenarios [Dataset]. Zenodo,https://doi.org/10.5281/zenodo.1574835,CC-BY-4.0,519,705,879,1,"files, model files"
Corresponding-Colour Datasets,https://doi.org/10.5281/zenodo.3270903,other-closed,516,7477,69,1,"files, model files"
MaxEntScan  model files,https://doi.org/10.1089/1066527041410418,MIT,514,1069,29,1,"files, model files"
deepTarget  model files,https://doi.org/10.1145/2975167.2975212,GPL-3.0,510,3243,19,1,"files, model files"
3PFL: Database of Patents and Publications with a Public-Funding Linkage,https://doi.org/10.5281/zenodo.3369582,CC-BY-4.0,509,877,1814,0,"database, linear"
"TAU Urban Acoustic Scenes 2019, Leaderboard dataset",https://doi.org/10.5281/zenodo.2672993,other-nc,508,1991,434,5,"acoustic scenes, scenes"
Towards the use of UHPFRC in railway bridges: the rehabilitation of Buna Bridge,https://doi.org/10.5281/zenodo.2574457,CC-BY-4.0,508,1734,694,1,"files, model files"
EMG and Video Dataset for sensor fusion based hand gestures recognition,https://doi.org/10.5281/zenodo.3228846,CC-BY-4.0,508,1799,235,4,"detection, based"
Dataset for paper: The spread of low-credibility content by social bots,https://doi.org/10.5281/zenodo.1402267,CC-BY-4.0,505,2781,3203,10,"data, social"
Hybrid Approaches to Detect Comments Violating Macro Norms on Reddit,https://doi.org/10.5281/zenodo.3338698,CC-BY-4.0,504,689,163,1,"files, model files"
Coopac,https://doi.org/10.5281/zenodo.1464893,CC-BY-4.0,498,591,932,1,"files, model files"
How does the proximity to restaurants and sports facilities influence the Body Mass Index in Geneva?,https://doi.org/10.5281/zenodo.2532913,CC-BY-4.0,496,753,806,1,"files, model files"
lsgkm-SVM  model files,https://doi.org/10.1093/bioinformatics/btw142,MIT,493,500,17,1,"files, model files"
စစ်ကိုင်းတိုင်းဒေသကြီးအတွင်းရှိအသစ်တွေ့ကျောက်စာများ,https://doi.org/10.5281/zenodo.1203709,CC-BY-4.0,493,561,49,1,"files, model files"
Integrated analysis of anatomical and electrophysiological human intracranial data,https://doi.org/10.5281/zenodo.1201560,CC-BY-SA-4.0,492,2300,1247,10,"data, social"
A word2vec model file built from the French Wikipedia XML Dump using gensim.,https://doi.org/10.5281/zenodo.162792,CC-BY-4.0,491,1084,3664,1,"files, model files"
extended_coda  model files,https://doi.org/10.1093/bioinformatics/btx243,MIT,491,1959,17,1,"files, model files"
What Skills do IT Companies Look for in New Developers?,https://doi.org/10.5281/zenodo.3387443,CC-BY-4.0,490,643,35,1,"files, model files"
Galaxy Hi-C Training material dm3,https://doi.org/10.5281/zenodo.1183661,CC-BY-4.0,488,1457,4732,8,"training, training material"
Comparative wordlist of Tibetan dialects,https://doi.org/10.5281/zenodo.815587,CC-BY-4.0,486,590,31,1,"files, model files"
"Training and testing data, associated code and estimators for emulating a convection scheme",https://doi.org/10.5281/zenodo.1434401,CC-BY-4.0,481,5411,90,1,"files, model files"
Dazaga in Berlin-Brandenburg,https://doi.org/10.5281/zenodo.1442617,CC-BY-4.0,479,885,736,1,"files, model files"
Global Soil Moisture Agricultural Drought Index (SMADI),https://doi.org/10.5281/zenodo.3247649,CC-BY-4.0,478,1365,155,1,"files, model files"
The Global Long-term Microwave Vegetation Optical Depth Climate Archive VODCA,https://doi.org/10.5281/zenodo.2575599,CC-BY-4.0,476,1254,1189,1,"files, model files"
Single-cell -omics datasets containing a trajectory,https://doi.org/10.5281/zenodo.1443566,CC-BY-SA-4.0,474,12795,2486,1,"files, model files"
Mapping of Global Scientific Research in Comorbidity and Multimorbidity: A Cross-Sectional Analysis,https://doi.org/10.5281/zenodo.1019725,CC-BY-4.0,471,510,39,1,"files, model files"
A comparison of automatic cell identification methods for single-cell RNA-sequencing data,https://doi.org/10.5281/zenodo.3357167,CC-BY-4.0,470,2385,383,1,"files, model files"
Rediscovery Datasets: Connecting Duplicate Reports of LibreOffice and Gentoo,https://doi.org/10.5281/zenodo.579547,CC-BY-4.0,468,535,97,1,"files, model files"
Numbers and shares of Open Access Journals in Sociology charging publication fees (article processing charges APCs),https://doi.org/10.5281/zenodo.10760,CC-BY-SA-4.0,468,741,336,9,"open, open access"
GNSS Signal samples in the L2 band,https://doi.org/10.5281/zenodo.1184601,CC-BY-4.0,467,506,62,1,"files, model files"
Citations to Astronomy Journals 1: The growth of interdisciplinarity - Data Supplement,https://doi.org/10.5281/zenodo.1400693,CC-BY-4.0,467,755,506,10,"data, social"
De novo design of a fluorescence-activating β-barrel,https://doi.org/10.5281/zenodo.1216229,CC-BY-4.0,465,900,782,1,"files, model files"
Version 3 (20181130) of the MALDI-TOF Mass Spectrometry Database for Identification and Classification of Highly Pathogenic Microorganisms from the Robert Koch-Institute (RKI),https://doi.org/10.5281/zenodo.1880975,CC-BY-4.0,465,642,773,0,"database, linear"
Innovations in scholarly communication - data of the global 2015-2016 survey,https://doi.org/10.5281/zenodo.49583,CC0-1.0,461,817,3306,3,"landslides, 2016"
XML_corpus,https://doi.org/10.5281/zenodo.10776,CC-BY-4.0,460,461,18,1,"files, model files"
The CERDI-seadistance database,https://doi.org/10.5281/zenodo.46822,CC-BY-4.0,459,582,1041,0,"database, linear"
A MALDI-TOF Mass Spectrometry Database for Identification and Classification of Highly Pathogenic Microorganisms from the Robert Koch-Institute (RKI),https://doi.org/10.5281/zenodo.163517,CC-BY-NC-4.0,457,596,1293,0,"database, linear"
Global derived datasets for use in k-NN machine learning prediction of global seafloor total organic carbon,https://doi.org/10.5281/zenodo.1471639,CC-BY-4.0,457,5846,805,1,"files, model files"
The RBO Dataset of Articulated Objects and Interactions,https://doi.org/10.5281/zenodo.1036660,CC-BY-4.0,454,6986,145,6,"dataset, hubble"
"Dataset for paper ""Sharing emotions at scale: The Vent dataset""",https://doi.org/10.5281/zenodo.2537838,CC-BY-4.0,454,1059,701,6,"dataset, hubble"
OpenBiblioJobs Export 2012-2016,https://doi.org/10.5281/zenodo.322783,CC-BY-4.0,451,530,72,3,"landslides, 2016"
Documentazione consolidata VIG2/2019 - parte 1/3 - Linee Guida,https://doi.org/10.5281/zenodo.3233444,CC-BY-4.0,446,669,546,1,"files, model files"
"WikiLinkGraphs: A complete, longitudinal and multilanguage dataset of the Wikipedia link networks",https://doi.org/10.5281/zenodo.2539424,CC-BY-4.0,445,3886,1184,6,"dataset, hubble"
Youtube cookery channels viewers comments in Hinglish,https://doi.org/10.5281/zenodo.2841848,ODC-By-1.0,441,557,192,1,"files, model files"
EEG and audio dataset for auditory attention decoding,https://doi.org/10.5281/zenodo.1199011,CC-BY-NC-4.0,439,859,1889,6,"dataset, hubble"
